x						y1						y2						y3						y4						y5						y6						y7						y8						y9						y10						y11						y12						y13						y14						y15						y16						y17						y18	
-5.500000000000000000e+01 2.835000000000000367e-02 2.732132176712218086e-02 2.937867823287781954e-02 3.462000000000000494e-02 3.348691948470085278e-02 3.575308051529914322e-02 2.615900000000000447e-01 2.588659978581479559e-01 2.643140021418520225e-01 2.389300000000000312e-01 2.362870086963431704e-01 2.415729913036568366e-01 1.433000000000000072e-02 1.359339111085107119e-02 1.506660888914893026e-02 1.685999999999999999e-02 1.606203368386180733e-02 1.765796631613819265e-02
-5.400000000000000000e+01 2.883000000000000146e-02 2.779290619181185029e-02 2.986709380818815263e-02 3.717000000000000165e-02 3.599748291837796127e-02 3.834251708162204203e-02 2.616200000000000192e-01 2.588958970027622208e-01 2.643441029972378176e-01 2.408300000000000163e-01 2.381798350690180754e-01 2.434801649309819016e-01 1.495000000000000148e-02 1.419786149068602392e-02 1.570213850931397731e-02 1.813000000000000028e-02 1.730306002144445243e-02 1.895693997855554813e-02
-5.300000000000000000e+01 2.958000000000000212e-02 2.852990873679259187e-02 3.063009126320740544e-02 3.970000000000000612e-02 3.848982881232096420e-02 4.091017118767903415e-02 2.616800000000000237e-01 2.589556953412638363e-01 2.644043046587362111e-01 2.426200000000000301e-01 2.399631422260836144e-01 2.452768577739163902e-01 1.578000000000000236e-02 1.500759036336962726e-02 1.655240963663037052e-02 1.951000000000000303e-02 1.865276812750523913e-02 2.036723187249476000e-02
-5.200000000000000000e+01 3.028000000000000136e-02 2.921793963225514240e-02 3.134206036774486032e-02 4.265000000000000041e-02 4.139760022886085356e-02 4.390239977113914727e-02 2.617400000000000282e-01 2.590154937454505757e-01 2.644645062545493697e-01 2.447500000000000231e-01 2.420852602016949628e-01 2.474147397983050278e-01 1.650000000000000078e-02 1.571045434978388458e-02 1.728954565021611697e-02 2.103000000000000008e-02 2.014069154977676801e-02 2.191930845022323215e-02
-5.100000000000000000e+01 3.136000000000000593e-02 3.027976730527011037e-02 3.244023269472988413e-02 4.608000000000000290e-02 4.478054781592111233e-02 4.737945218407889347e-02 2.618400000000000172e-01 2.591151578983563186e-01 2.645648421016437157e-01 2.472200000000000231e-01 2.445462307265041935e-01 2.498937692734957972e-01 1.732000000000000206e-02 1.651141050750155187e-02 1.812858949249844531e-02 2.280000000000000082e-02 2.187486045831736267e-02 2.372513954168263897e-02
-5.000000000000000000e+01 3.260000000000000397e-02 3.149932289576666544e-02 3.370067710423332863e-02 4.960000000000000520e-02 4.825431893015428436e-02 5.094568106984571215e-02 2.619200000000000417e-01 2.591948893519768760e-01 2.646451106480230964e-01 2.498700000000000088e-01 2.471866741361956332e-01 2.525533258638043566e-01 1.806000000000000313e-02 1.723462855474927613e-02 1.888537144525072320e-02 2.471000000000000280e-02 2.374783102428611181e-02 2.567216897571388684e-02
-4.900000000000000000e+01 3.389000000000000346e-02 3.276850545847548313e-02 3.501149454152452378e-02 5.295000000000000401e-02 5.156207011395918388e-02 5.433792988604081026e-02 2.621200000000000196e-01 2.593942184963849984e-01 2.648457815036150409e-01 2.528100000000000347e-01 2.501162285806322605e-01 2.555037714193676979e-01 1.890000000000000013e-02 1.805601324533036289e-02 1.974398675466963737e-02 2.656000000000000374e-02 2.556340955175908855e-02 2.755659044824091200e-02
-4.800000000000000000e+01 3.553000000000000602e-02 3.438266549055699756e-02 3.667733450944300061e-02 5.631000000000000588e-02 5.488125234307403982e-02 5.773874765692595806e-02 2.622600000000000486e-01 2.595337493310497234e-01 2.649862506689502628e-01 2.558600000000000319e-01 2.531555645892987760e-01 2.585644354107011766e-01 1.993000000000000327e-02 1.906377584869904315e-02 2.079622415130095645e-02 2.833000000000000101e-02 2.730167409747216722e-02 2.935832590252783481e-02
-4.700000000000000000e+01 3.767000000000000209e-02 3.648992960934178964e-02 3.885007039065821455e-02 5.961000000000000326e-02 5.814255560741130729e-02 6.107744439258869923e-02 2.624700000000000366e-01 2.597430462520914363e-01 2.651969537479085259e-01 2.598500000000000254e-01 2.571318756363373814e-01 2.625681243636626694e-01 2.119000000000000050e-02 2.029738790310387300e-02 2.208261209689612800e-02 3.009000000000000216e-02 2.903117325315888661e-02 3.114882674684111077e-02
-4.600000000000000000e+01 4.031000000000000555e-02 3.909095433389013496e-02 4.152904566610986226e-02 6.310999999999999943e-02 6.160290203698046141e-02 6.461709796301953745e-02 2.627500000000000391e-01 2.600221100613980818e-01 2.654778899386018853e-01 2.640600000000000169e-01 2.613277489299468126e-01 2.667922510700532213e-01 2.250000000000000264e-02 2.158082599613761129e-02 2.341917400386238704e-02 3.208000000000000435e-02 3.098784317847216169e-02 3.317215682152783313e-02
-4.500000000000000000e+01 4.321000000000000535e-02 4.194977370235304648e-02 4.447022629764695034e-02 6.642000000000000681e-02 6.487661847834956530e-02 6.796338152165044832e-02 2.630399999999999960e-01 2.603111419373905222e-01 2.657688580626094699e-01 2.689300000000000024e-01 2.661818071948259257e-01 2.716781928051740791e-01 2.397000000000000172e-02 2.302198831286366917e-02 2.491801168713633427e-02 3.400000000000000244e-02 3.287675081345732553e-02 3.512324918654267936e-02
-4.400000000000000000e+01 4.663000000000000478e-02 4.532319273679656646e-02 4.793680726320342922e-02 7.022000000000000464e-02 6.863631572809017478e-02 7.180368427190983449e-02 2.635399999999999965e-01 2.608094763427058482e-01 2.662705236572941447e-01 2.748800000000000132e-01 2.721129015950231045e-01 2.776470984049769219e-01 2.589000000000000329e-02 2.490572123172454799e-02 2.687427876827545165e-02 3.599000000000000116e-02 3.483553762386396024e-02 3.714446237613604207e-02
-4.300000000000000000e+01 5.065000000000000752e-02 4.929090131198383962e-02 5.200909868801616154e-02 7.398000000000000409e-02 7.235775875951092062e-02 7.560224124048908756e-02 2.641900000000000359e-01 2.614573178413021615e-01 2.669226821586977993e-01 2.816800000000000415e-01 2.788920493862357963e-01 2.844679506137641756e-01 2.809000000000000385e-02 2.706591268687869728e-02 2.911408731312130349e-02 3.797999999999999987e-02 3.679527481265187916e-02 3.916472518734812058e-02
-4.200000000000000000e+01 5.524000000000000438e-02 5.382408991619647837e-02 5.665591008380351651e-02 7.840000000000001135e-02 7.673399095316534024e-02 8.006600904683465469e-02 2.649400000000000088e-01 2.622048367528926338e-01 2.676751632471073838e-01 2.893200000000000216e-01 2.865095596888544982e-01 2.921304403111455450e-01 3.081000000000000405e-02 2.973897797386261532e-02 3.188102202613738584e-02 4.056000000000000577e-02 3.933733923912807739e-02 4.178266076087192027e-02
-4.100000000000000000e+01 6.054000000000000353e-02 5.906188424489368372e-02 6.201811575510630947e-02 8.292000000000000759e-02 8.121084539732650875e-02 8.462915460267347867e-02 2.657599999999999962e-01 2.630221357008338812e-01 2.684978642991661113e-01 2.983400000000000496e-01 2.955042548806973146e-01 3.011757451193026736e-01 3.376000000000000528e-02 3.264058321108785632e-02 3.487941678891214037e-02 4.327000000000000290e-02 4.200893859350225690e-02 4.453106140649774891e-02
