-1.000000000000000000e+02 1.000000000000000082e-05 0.000000000000000000e+00 2.959954184695632017e-05 2.000000000000000164e-05 0.000000000000000000e+00 4.771779930484277654e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.900000000000000000e+01 1.000000000000000082e-05 0.000000000000000000e+00 2.959954184695632017e-05 2.000000000000000164e-05 0.000000000000000000e+00 4.771779930484277654e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.800000000000000000e+01 1.000000000000000082e-05 0.000000000000000000e+00 2.959954184695632017e-05 2.000000000000000164e-05 0.000000000000000000e+00 4.771779930484277654e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.700000000000000000e+01 1.000000000000000082e-05 0.000000000000000000e+00 2.959954184695632017e-05 2.000000000000000164e-05 0.000000000000000000e+00 4.771779930484277654e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.600000000000000000e+01 1.000000000000000082e-05 0.000000000000000000e+00 2.959954184695632017e-05 2.000000000000000164e-05 0.000000000000000000e+00 4.771779930484277654e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.500000000000000000e+01 1.000000000000000082e-05 0.000000000000000000e+00 2.959954184695632017e-05 2.000000000000000164e-05 0.000000000000000000e+00 4.771779930484277654e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.400000000000000000e+01 1.000000000000000082e-05 0.000000000000000000e+00 2.959954184695632017e-05 3.000000000000000415e-05 0.000000000000000000e+00 6.394706280488567107e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.300000000000000000e+01 1.000000000000000082e-05 0.000000000000000000e+00 2.959954184695632017e-05 4.000000000000000327e-05 8.015043026327425173e-07 7.919849569736726403e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.200000000000000000e+01 2.000000000000000164e-05 0.000000000000000000e+00 4.771779930484277654e-05 4.000000000000000327e-05 8.015043026327425173e-07 7.919849569736726403e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.100000000000000000e+01 2.000000000000000164e-05 0.000000000000000000e+00 4.771779930484277654e-05 6.000000000000000830e-05 1.199232353155454343e-05 1.080076764684454664e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.000000000000000000e+01 3.000000000000000415e-05 0.000000000000000000e+00 6.394706280488567107e-05 7.000000000000000742e-05 1.814604216644909629e-05 1.218539578335508914e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-8.900000000000000000e+01 4.000000000000000327e-05 8.015043026327425173e-07 7.919849569736726403e-05 8.000000000000000654e-05 2.456606451648253071e-05 1.354339354835174892e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-8.800000000000000000e+01 4.000000000000000327e-05 8.015043026327425173e-07 7.919849569736726403e-05 1.000000000000000048e-04 3.802359582218360872e-05 1.619764041778164144e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-8.700000000000000000e+01 4.000000000000000327e-05 8.015043026327425173e-07 7.919849569736726403e-05 1.000000000000000048e-04 3.802359582218360872e-05 1.619764041778164144e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-8.600000000000000000e+01 5.000000000000000240e-05 6.174968638042644840e-06 9.382503136195735995e-05 1.000000000000000048e-04 3.802359582218360872e-05 1.619764041778164144e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-8.500000000000000000e+01 6.000000000000000830e-05 1.199232353155454343e-05 1.080076764684454664e-04 1.000000000000000048e-04 3.802359582218360872e-05 1.619764041778164144e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
